number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance;price for metre;district population;green rate;repair rate;bathroom rate;terrace rate;age
2;46.0;5;1;2900000.0;косметический;раздельный;нет;1966;0;0;кирпичный;р-н Индустриальный;улица Стахановская, 55;0;2731.3919008893795;78168.86137903988;169613;3;1;2;0;55
3;63.0;9;1;4600000.0;евро;раздельный;лоджия;1987;1;1;кирпичный;р-н Свердловский;улица Льва Шатрова, 34;0;3816.578686687608;74318.1778421745;218220;2;2;2;2;34
3;50.0;3;3;2100000.0;косметический;совмещенный;балкон;1960;0;0;кирпичный;р-н Орджоникидзевский;улица Можайская, 24;0;13275.573174561252;53809.059009550336;115722;4;1;1;1;61
1;33.0;10;10;2590000.0;евро;раздельный;лоджия;1987;1;1;панельный;р-н Мотовилихинский;улица Гашкова, 26;0;9099.245923752833;69325.50503743357;193639;4;2;2;2;34
1;31.0;5;4;2250000.0;косметический;совмещенный;балкон;1973;0;0;кирпичный;р-н Свердловский;улица Косьвинская, 9;0;4960.923099221407;74318.1778421745;218220;2;1;1;1;48
2;47.0;9;9;2530000.0;косметический;раздельный;лоджия;1984;1;1;панельный;р-н Орджоникидзевский;улица Маршала Толбухина, 6;0;11480.668440726557;53809.059009550336;115722;4;1;2;2;37
3;82.0;5;2;4000000.0;косметический;раздельный;лоджия;1997;1;0;кирпичный;р-н Ленинский;Комсомольский проспект, 38А;0;1191.369214567671;85854.45308674303;54741;4;1;2;2;24
2;43.0;5;5;2600000.0;косметический;совмещенный;нет;1962;0;0;кирпичный;р-н Индустриальный;улица Комбайнёров, 26;0;4313.525139453266;78168.86137903988;169613;3;1;1;0;59
1;14.0;9;9;1350000.0;косметический;совмещенный;нет;1983;1;1;панельный;р-н Свердловский;улица Вижайская, 24;0;5132.832255021996;74318.1778421745;218220;2;1;1;0;38
1;44.0;16;13;4050000.0;евро;совмещенный;лоджия;2008;1;0;монолитный;р-н Мотовилихинский;улица Красновишерская, 35;1;3012.642410063654;69325.50503743357;193639;4;2;1;2;13
3;61.0;9;9;4200000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Свердловский;улица Николая Островского, 70;0;2827.9975212074737;74318.1778421745;218220;2;1;2;2;44
2;44.0;5;3;2700000.0;косметический;совмещенный;нет;1965;0;0;кирпичный;р-н Индустриальный;улица Мира, 118;0;5596.075683312964;78168.86137903988;169613;3;1;1;0;56
3;73.0;16;10;5600000.0;евро;раздельный;лоджия;1993;1;1;панельный;р-н Индустриальный;улица Мира, 33;1;3914.066603556519;78168.86137903988;169613;3;2;2;2;28
3;55.0;5;3;3100000.0;требует ремонта;совмещенный;балкон;1959;0;0;кирпичный;р-н Индустриальный;улица Баумана, 8;0;2996.3733322514386;78168.86137903988;169613;3;0;1;1;62
2;61.0;11;4;5100000.0;косметический;раздельный;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1;4722.991694229498;69325.50503743357;193639;4;1;2;2;18
2;55.0;14;5;3900000.0;косметический;раздельный;лоджия;1981;2;1;кирпичный;р-н Дзержинский;улица Плеханова, 63А;1;1663.0681098936077;76055.00621772064;166466;5;1;2;2;40
1;47.0;17;10;2950000.0;евро;совмещенный;лоджия;2008;1;1;монолитный;р-н Орджоникидзевский;улица Янаульская, 34;1;10643.26065915514;53809.059009550336;115722;4;2;1;2;13
1;31.0;9;6;3000000.0;косметический;совмещенный;балкон;2021;1;0;монолитный;р-н Мотовилихинский;улица Сапфирная, 12;1;6272.426516405696;69325.50503743357;193639;4;1;1;1;0
2;37.0;5;5;2200000.0;косметический;совмещенный;балкон;1969;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 78;0;15580.424201327318;62889.363336951275;130798;5;1;1;1;52
3;58.0;9;9;4000000.0;требует ремонта;совмещенный;балкон;1977;1;1;панельный;р-н Дзержинский;улица Комиссара Пожарского, 12;0;4402.971719049354;76055.00621772064;166466;5;0;1;1;44
2;44.0;5;5;3100000.0;косметический;совмещенный;балкон;1962;0;0;кирпичный;р-н Индустриальный;улица Мира, 107;0;5951.181905955765;78168.86137903988;169613;3;1;1;1;59
1;31.0;5;5;1400000.0;косметический;совмещенный;балкон;1978;0;0;кирпичный;р-н Орджоникидзевский;улица Генерала Черняховского, 82;0;13642.227220105824;53809.059009550336;115722;4;1;1;1;43
1;31.0;2;1;1500000.0;косметический;совмещенный;нет;1957;0;0;кирпичный;р-н Свердловский;улица Кузбасская, 41;0;5521.661083185583;74318.1778421745;218220;2;1;1;0;64
2;52.0;5;2;3350000.0;косметический;раздельный;лоджия;1990;0;0;кирпичный;р-н Кировский;улица 5-я, ул.,;0;7063.580244125602;62889.363336951275;130798;5;1;2;2;31
3;68.0;10;1;4100000.0;косметический;раздельный;лоджия;2000;1;1;панельный;р-н Дзержинский;улица Докучаева, 44;0;5441.596524100703;76055.00621772064;166466;5;1;2;2;21
2;64.0;15;9;5500000.0;косметический;совмещенный;лоджия;2011;2;1;кирпичный;р-н Индустриальный;улица Качалова, 10;1;4796.555445336281;78168.86137903988;169613;3;1;1;2;10
4;61.0;5;4;3310000.0;косметический;раздельный;балкон;1966;0;0;панельный;р-н Мотовилихинский;улица Старцева, 35;0;647.9225160410002;69325.50503743357;193639;4;1;2;1;55
1;29.0;9;5;2500000.0;косметический;совмещенный;балкон;1980;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 21;0;2510.0357180105275;74318.1778421745;218220;2;1;1;1;41
1;34.0;9;2;2400000.0;косметический;раздельный;лоджия;1987;1;0;панельный;р-н Кировский;улица Кировоградская, 8;0;16508.819649054596;62889.363336951275;130798;5;1;2;2;34
3;61.0;9;4;2900000.0;требует ремонта;раздельный;лоджия;1980;1;1;панельный;р-н Орджоникидзевский;улица Академика Веденеева, 92;0;14103.203398821895;53809.059009550336;115722;4;0;2;2;41
2;60.0;17;5;3300000.0;евро;совмещенный;лоджия;2009;1;1;панельный;р-н Орджоникидзевский;улица Делегатская, 45;0;17339.964813715196;53809.059009550336;115722;4;2;1;2;12
1;37.0;16;14;2700000.0;косметический;совмещенный;балкон;2012;1;0;кирпичный;р-н Дзержинский;улица Хабаровская, 66;1;9170.7245306301;76055.00621772064;166466;5;1;1;1;9
3;68.0;10;7;4900000.0;евро;совмещенный;лоджия;1985;1;1;панельный;р-н Дзержинский;Парковый проспект, 5;0;4944.718734512682;76055.00621772064;166466;5;2;1;2;36
3;63.0;10;10;4600000.0;евро;совмещенный;лоджия;2000;1;1;кирпичный;р-н Дзержинский;улица Костычева, 18;0;6853.637545745797;76055.00621772064;166466;5;2;1;2;21
1;37.0;16;10;3800000.0;косметический;раздельный;лоджия;2013;1;1;панельный;р-н Дзержинский;улица Докучаева, 40А;0;5607.543929960745;76055.00621772064;166466;5;1;2;2;8
1;31.0;6;5;2800000.0;дизайнерский;совмещенный;лоджия;2021;2;0;монолитный;р-н Свердловский;улица Лукоянова, 31;1;5612.100706933881;74318.1778421745;218220;2;3;1;2;0
1;43.0;16;9;4200000.0;косметический;раздельный;балкон;2011;1;0;кирпичный;р-н Мотовилихинский;улица Веры Фигнер, 2;1;4119.312659094321;69325.50503743357;193639;4;1;2;1;10
1;20.0;26;8;2350000.0;евро;совмещенный;лоджия;2021;1;0;монолитный;р-н Кировский;улица Буксирная, 10;1;11438.17466002151;62889.363336951275;130798;5;2;1;2;0
3;58.0;9;8;3100000.0;евро;совмещенный;балкон;1983;1;1;панельный;р-н Орджоникидзевский;улица Карбышева, 78/1;0;11703.526525365582;53809.059009550336;115722;4;2;1;1;38
1;32.0;5;3;2700000.0;требует ремонта;совмещенный;балкон;1959;0;0;кирпичный;р-н Свердловский;улица Краснова, 26;0;1323.5898115831162;74318.1778421745;218220;2;0;1;1;62
1;31.0;2;2;2300000.0;косметический;совмещенный;балкон;1961;0;0;кирпичный;р-н Индустриальный;улица Карпинского, 98;0;4227.443577462234;78168.86137903988;169613;3;1;1;1;60
3;75.0;17;11;5600000.0;косметический;раздельный;лоджия;2000;1;0;панельный;р-н Мотовилихинский;бульвар Гагарина, 70;1;3992.020683923535;69325.50503743357;193639;4;1;2;2;21
2;43.0;9;1;3200000.0;косметический;раздельный;балкон;1978;1;1;панельный;р-н Мотовилихинский;улица Аркадия Гайдара, 11А;0;4397.711183047013;69325.50503743357;193639;4;1;2;1;43
2;56.0;9;6;4450000.0;дизайнерский;совмещенный;нет;1985;1;1;кирпичный;р-н Свердловский;улица Максима Горького, 51;0;2038.314942196137;74318.1778421745;218220;2;3;1;0;36
2;67.0;10;4;4399049.0;косметический;раздельный;лоджия;2014;1;1;кирпичный;р-н Мотовилихинский;улица Омская, 2;0;8783.738122817565;69325.50503743357;193639;4;1;2;2;7
4;85.0;10;8;4450000.0;требует ремонта;раздельный;лоджия;1988;1;1;панельный;р-н Свердловский;улица Яблочкова, 48;0;4457.428453684615;74318.1778421745;218220;2;0;2;2;33
1;43.0;23;16;4130000.0;евро;совмещенный;лоджия;2021;0;0;монолитный;р-н Индустриальный;улица Комбайнёров, 43;1;4511.62326184848;78168.86137903988;169613;3;2;1;2;0
2;53.0;10;10;3500000.0;евро;раздельный;лоджия;2011;1;1;панельный;р-н Орджоникидзевский;улица Генерала Черняховского, 57;0;13908.766543611704;53809.059009550336;115722;4;2;2;2;10
3;71.0;16;2;4600000.0;косметический;раздельный;балкон;1997;1;0;панельный;р-н Мотовилихинский;улица Уральская, 51А;1;5557.119843209809;69325.50503743357;193639;4;1;2;1;24
1;21.0;26;26;2560000.0;евро;совмещенный;лоджия;2021;2;0;монолитный;р-н Кировский;улица Буксирная, 10;1;11438.17466002151;62889.363336951275;130798;5;2;1;2;0
