physical address;number of rooms;area of apartment;number of floors;apartment floor;price;link;repair;bathroom;view from the windows;terrace;year of construction;elevator;extra;type of house;parking
Пермский край, Пермь, ул. Генерала Черняховского, 45| р-н Орджоникидзевский;2;49.9 м²;10;5;3350000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_499_m_510_et._2236452124;;;во двор;лоджия;;;;кирпичный;
с. Фролы, ул. Весенняя, д. 38, корп. 1;4;80.6 м²;9;4;4773888;https://www.avito.ru/perm/kvartiry/4-k._kvartira_806m_49et._1747147234;;раздельный;на улицу, во двор;балкон;;;;панельный;открытая во дворе
ул. Карла Модераха, д. 8| р-н Свердловский;1;39 м²;25;3;3489000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_325et._2137850359;;совмещенный;во двор;лоджия;;1;;монолитный;подземная, открытая во дворе
ул. Братская, д. 98А| р-н Свердловский;4;126 м²;3;2;11190000;https://www.avito.ru/perm/kvartiry/4-k._apartamenty_126m_23et._2226855412;;несколько;на улицу;балкон;;;;монолитный;подземная, открытая во дворе
Пермский край, Пермь, ул. Анри Барбюса, 60| р-н Мотовилихинский;2;51.9 м²;10;8;4699000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_519m_810et._2168115598;косметический;раздельный;на улицу, во двор;лоджия;2007;1;консьерж, газоснабжение;панельный;наземная многоуровневая, за шлагбаумом во дворе
Пермский край, Пермь, Новосибирская ул., 13| р-н Свердловский;3;89.4 м²;17;10;5900000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_894m_1017et._2154422168;косметический;раздельный;на улицу, во двор;лоджия;2007;1;;кирпичный;за шлагбаумом во дворе
ул. Сапфирная, д. 13| р-н Мотовилихинский;2;40.2 м²;16;6;3550000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_402m_616et._2137773630;;совмещенный;;лоджия;;;;монолитный;открытая во дворе
Пермский край, Пермь, Ласьвинская ул., 12| р-н Кировский;4;94 м²;3;2;4450000;https://www.avito.ru/perm/kvartiry/4-k._kvartira_94m_23et._2179188547;косметический;раздельный;на улицу, во двор;балкон;1956;0;газоснабжение;блочный;открытая во дворе
с. Фролы, ул. Весенняя, д. 28;студия;25 м²;7;1;1770000;https://www.avito.ru/perm/kvartiry/kvartira-studiya_25m_17et._2054145202;;совмещенный;во двор;нет;;0;;монолитный;открытая во дворе
ул. Веселая/Революции, ЖД «Изумрудный»| р-н Свердловский;2;68.7 м²;25;13;4445000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_687m_1325et._1910850703;;совмещенный;на улицу;лоджия;;2;;монолитный;открытая во дворе
ул. Подводников, д. 112| р-н Индустриальный;3;75.2 м²;6;3;5903200;https://www.avito.ru/perm/kvartiry/3-k._kvartira_752m_36et._1739054125;;совмещенный;во двор;балкон;;1;;монолитный;подземная, открытая во дворе
Пермский край, Пермь, ул. Василия Татищева, 8| р-н Свердловский;2;55.6 м²;25;7;4300000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_556m_725et._2149717349;;;;лоджия;;;;монолитный;
Пермский край, Пермь, посёлок Новые Ляды, ул. Николая Островского, 85| р-н Свердловский;1;31 м²;5;5;1500000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2212202779;косметический;совмещенный;во двор;балкон;;;газоснабжение;кирпичный;открытая во дворе
Пермский край, Пермь, ул. Баумана, 21Б| р-н Индустриальный;3;58.4 м²;5;1;3400000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_584m_15et._2227831355;требует ремонта;совмещенный;;нет;1964;0;;панельный;
ул. КИМ, д. 61| р-н Мотовилихинский;2;59.8 м²;17;3;4841370;https://www.avito.ru/perm/kvartiry/2-k._kvartira_598_m_317_et._2209836071;;;;лоджия;;;;монолитный;
Пермский край, Пермь, ул. Космонавта Беляева, 40Д| р-н Индустриальный;2;70 м²;25;24;6050000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_70m_2425et._2181002681;;;;лоджия;;;;монолитный;
Пермский край, Пермь, ул. Сакко и Ванцетти, 93А| р-н Мотовилихинский;4;141.7 м²;10;9;8775213;https://www.avito.ru/perm/kvartiry/4-k._kvartira_1417m_910et._2224893040;требует ремонта;несколько;во двор;лоджия;2020;1;газоснабжение;монолитный;за шлагбаумом во дворе
ул. Овчинникова, д. 15а| р-н Дзержинский;студия;30.4 м²;16;4;3250000;https://www.avito.ru/perm/kvartiry/kvartira-studiya_304m_416et._2200320871;;совмещенный;во двор;лоджия;;1;;панельный;подземная, наземная многоуровневая
Пермский край, Пермь, Вижайская ул., 10| р-н Свердловский;1;30 м²;5;5;2300000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_55et._2201291838;;совмещенный;во двор;балкон;1968;0;;кирпичный;открытая во дворе
Пермский край, Пермь, Торговая ул., 8| р-н Кировский;1;13.1 м²;5;1;700000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_131_m15_et._2081794334;;;;нет;;0;;кирпичный;
Пермский край, Пермь, ул. Клары Цеткин, 15| р-н Свердловский;4;96 м²;5;2;5500000;https://www.avito.ru/perm/kvartiry/4-k._kvartira_96m_25et._2227292326;косметический;раздельный;на улицу, во двор;лоджия;;0;;кирпичный;
Пермский край, Пермский р-н, с. Фролы, Весенняя ул., 10;1;33.5 м²;9;5;2900000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_335m_59et._2235833640;;совмещенный;на улицу;балкон;2017;;;кирпичный;открытая во дворе
Пермский край, Пермь, Ласьвинская ул., 56А| р-н Кировский;1;19 м²;5;5;900000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_19m_55et._2120029006;;совмещенный;;нет;;;консьерж;кирпичный;
ул. Теплогорская, д. 24| р-н Индустриальный;2;43 м²;13;3;3550000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_313et._2153407188;;;;балкон;;;;монолитный;
ул. Адмирала Ушакова, д. 65| р-н Кировский;1;42.5 м²;16;13;2900000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_425m_1316et._2100881910;;совмещенный;на улицу;лоджия;;1;;панельный;открытая во дворе
ул. Архитектора Свиязева, д. 31| р-н Индустриальный;2;49.5 м²;4;3;3910500;https://www.avito.ru/perm/kvartiry/2-k._kvartira_495m_34et._2120619423;;совмещенный;на улицу;нет;;;;кирпичный;за шлагбаумом во дворе
Пермский край, Пермь, Тбилисская ул., 1А| р-н Свердловский;1;13 м²;9;1;720000;https://www.avito.ru/perm/kvartiry/1-k._kvartira_13m_19et._2171061077;косметический;совмещенный;во двор;нет;1987;1;консьерж, мусоропровод;кирпичный;открытая во дворе
ул. Сапфирная, д. 15| р-н Мотовилихинский;2;60.3 м²;16;4;4604980;https://www.avito.ru/perm/kvartiry/2-k._kvartira_603m_416et._2185709588;;совмещенный;во двор;нет;;1;;монолитный;
Пермский край, Пермь, Тополевый пер., 5| р-н Ленинский;2;60 м²;9;5;9600000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_60_m59_et._2078124596;;;на улицу, во двор;лоджия;;1;консьерж;монолитный;подземная
Пермский край, Пермь, ул. Маршала Рыбалко, 43| р-н Кировский;3;80 м²;16;15;6300000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_80m_1516et._2154277918;требует ремонта;раздельный;на улицу, во двор;балкон;2012;1;консьерж, мусоропровод;панельный;открытая во дворе
Пермский край, Пермь, Нейвинская ул., 10| р-н Свердловский;3;57 м²;9;9;3550000;https://www.avito.ru/perm/kvartiry/3-k._kvartira_57m_99et._2228894157;косметический;раздельный;;лоджия;;1;мусоропровод, газоснабжение;панельный;открытая во дворе
Пермский край, Пермь, ул. Советской Армии, 47| р-н Индустриальный;2;47 м²;9;9;4650000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_47_m_99_et._2164996744;;;;балкон;;;;кирпичный;
ул. Емельяна Ярославского, д. 60| р-н Свердловский;2;33 м²;25;22;2350000;https://www.avito.ru/perm/kvartiry/2-k._kvartira_33m_2225et._2181122832;;совмещенный;во двор;лоджия;;;;монолитный;открытая во дворе
